,기업명,제목,LABEL
6,넥스트엔터테인먼트월드,"""우리도 제일모직처럼…"" 이번주 공모주 청약 11곳 실시",
7,넥스트엔터테인먼트월드,[장외시장동향] IPO관련주 혼조 마감,
0,휴메딕스,"휴메딕스, 공모가 밴드상단 초과 2만8000원",
1,휴메딕스,"휴메딕스, 공모가 2만8000원 결정",
2,휴메딕스,"휴메딕스,공모가 밴드상단 초과 28,000원-26일 상장",
3,휴메딕스,휴메딕스 공모가 2만8000원 기관경쟁률 688:1,
4,휴메딕스,"휴메딕스, 공모가 밴드상단 초과 2만8000원 확정",
5,휴메딕스,"국내 제약기업 휴온스 자회사, 기관 청약경쟁률 688대1",
6,휴메딕스,"[더벨]우투證, 프리IPO 투자 덕볼까",
7,휴메딕스,"휴온스 ‘폼페병’ 치료제 식물발현 바이오베터 개발, 산자부 지원과제 선정",
8,휴메딕스,코스닥 '바이오 르네상스' 내년에도 쭉 ~,
9,휴메딕스,[장외주식] '北 점검단 파견' 현대아산 5.88%↑,
0,아스트,"아스트, 청약 최종 경쟁률 4.11대 1",
1,아스트,"아스트, 청약 경쟁률 2.07 대 1",
2,아스트,7개 업체 공모 청약 몰려…휴메딕스 571대1로 자금 싹쓸이,
3,아스트,휴메딕스 공모청약 1조6천억 몰려..공모주 쏠림 현상 심화,
4,아스트,공모주 대전서 웃은 휴메딕스,
5,아스트,러 루블화 이틀 연속 10%씩 대폭락…또 금리 인상 ‘불끄기’,
6,아스트,코스닥 상장사는 2배 늘었는데 기술특례 상장은 '제자리 걸음',
7,아스트,한파 몰아친 IPO시장..공모주 청약 미달난 곳도,
8,아스트,"12월, 슈퍼 공모주 빅딜 막 오른다",
9,아스트,[코스닥 메모] (16일) 신규상장=에이디테크놀로지 등,
0,휴메딕스,12월 상장 예정 제약사 '수퍼 루키' 촉각,
1,휴메딕스,[장외주식시황] IPO주 ↓,
2,휴메딕스,"[장외주식시황][12월12일]선바이오, 12.50% 상승으로 금일 최고 상승률 기록",
0,넥스트엔터테인먼트월드,"상장 앞둔 넥스트엔터, 목표주가 3만3000원-신영證",
1,넥스트엔터테인먼트월드,"넥스트엔터, 공모 첫날 경쟁률 3.69대 1",
2,넥스트엔터테인먼트월드,"[금주의 공모주] 넥스트엔터(NEW), 엔터주 공포 끊어낼수 있을까?",
3,넥스트엔터테인먼트월드,"넥스트엔터테인먼트, 판권 매출확대를 통한 기업가치 상승기대",
4,넥스트엔터테인먼트월드,"""제일모직 청약자금 잡아라""…이번주 공모주 17개 쏟아진다",
5,넥스트엔터테인먼트월드,"[장외주식]포스코건설, 6만원선 이탈",
6,넥스트엔터테인먼트월드,오늘의 증시 일정 (12월 16일),
7,넥스트엔터테인먼트월드,10개社 청약 나선 공모주 슈퍼위크 첫날..'휴메딕스 두각',
8,넥스트엔터테인먼트월드,'슈퍼 공모주 데이'..제일모직 열풍 그대로? 천만에! 포기 속출,
9,넥스트엔터테인먼트월드,"한샘(009240),가구시장 `브랜드화` 진행 가속화..패키지상품 구매 증가",
0,휴메딕스,"갈 곳 없는 뭉칫돈, ""제약·바이오주 공모에 몰린다""",
1,휴메딕스,[재테크의 여왕]제일모직 승패…“증권사 선택이 갈랐다”,
2,휴메딕스,필러 무한경쟁시대…중소사 잇단 시장참여로 '붐업',
0,휴메딕스,제일모직 공모주 못 받으면 '제2 모직'이라도,
1,휴메딕스,"[대박천국 주신의 탄생 시즌2] 백진수대표 ‘모베이스’, ’차이나하오란’, ...",
0,휴메딕스,"[내년 대기업 계열 39곳 IPO 추진] 해외기업도 16곳 입성… 중국, 6개사로 증...",
1,휴메딕스,[Stock & Bond] 내년 증권가 화두 ‘바이오주’…메디톡스·동아에스티 눈에 ...,
2,휴메딕스,"[장외주식 주간시황] 삼성메디슨, 합병 주체 및 배경 논란 속에 한 주간 43% ...",
0,아스트,[집중취재]보잉 항공기 만드는 '아스트'…24일 코스닥 상장,
1,아스트,"[장외주식시황] 금일 공모청약 첫날인 아스트, 휴메딕스, NEW… 동반 급락",
2,아스트,"아스트·휴메딕스 ↓, 덴티움은 소폭 오름세",
3,아스트,우주에서 가장 똑똑한 고양이 아스트로캣의 우주 안내서,
4,아스트,봉황 대신 닭? 제일모직 이후 노릴만한 새내기株는,
5,아스트,[이주의 IPO기업]세화아이엠씨·휴메딕스 등 11군데 몰려,
6,아스트,[오늘의 메모] 12월 16일,
7,아스트,"[장외주식]포스코건설, 6만원선 이탈",
8,아스트,[코스닥 주간메모] 12월15일(월)~12월19일(금),
9,아스트,"[이슈N현장]새내기주, 주가급락 '살얼음판'…연이은 '공모가 하회·급락'",
0,아스트,"[신규상장기업│아스트] ""제조업 최초 기술특례 상장""",
1,아스트,"김희원 아스트 대표 ""항공기 핵심동체 `섹션 48`로 항공산업 입지 다진다 """,
2,아스트,184개 기업·개인 경남무역인상·무역의 날 포상,
3,아스트,[장외주식] '北 점검단 파견' 현대아산 5.88%↑,
4,아스트,"[장외주식시황] 알테오젠, 공모가 대비 25% 상승하며 장외마감",
5,아스트,"무모한 도전…오르비텍, 新사업 '게걸음'",
0,넥스트엔터테인먼트월드,넥스트엔터테인먼트월드 공모가 1만6300원,
1,넥스트엔터테인먼트월드,"김우택의 넥스트엔터, 영화 투자배급의 생존모델 만든다",
2,넥스트엔터테인먼트월드,"NEW, 공모가 1만6300원 확정…희망 공모가 최상단",
3,넥스트엔터테인먼트월드,"NEW, 공모가 1만6300원 최종 확정",
4,넥스트엔터테인먼트월드,[미리보는 IPO] 우여곡절 끝에 코스닥 입성 `NEW·아스트`,
5,넥스트엔터테인먼트월드,"［MTN IPO①］영화배급사 NEW 공모가 1만6,300원 확정",
6,넥스트엔터테인먼트월드,"영화 배급 전문기업 NEW, 공모가 1만6300원 확정",
7,넥스트엔터테인먼트월드,"[더벨]""대펀의 역할, LP간 의견 조율과 수익률 제고""",
8,넥스트엔터테인먼트월드,"영화 배급 전문기업 'NEW', 공모가 1만6300원 확정",
9,넥스트엔터테인먼트월드,한국 영화는 왜 최고의 투자처가 됐을까,
0,휴메딕스,[제일모직 청약 첫날] 주부들까지 합류… 6조 이상 몰려,
0,넥스트엔터테인먼트월드,"넥스트엔터테인먼트월드, 일반공모 청약 경쟁률 33.55대 1",
1,넥스트엔터테인먼트월드,"넥스트엔터테인먼트월드, 청약경쟁률 33.55:1",
2,넥스트엔터테인먼트월드,한파 몰아친 IPO시장..공모주 청약 미달난 곳도,
3,넥스트엔터테인먼트월드,"주춤하던 NEW 상장, 중국이 살렸다",
4,넥스트엔터테인먼트월드,7개 업체 공모 청약 몰려…휴메딕스 571대1로 자금 싹쓸이,
5,넥스트엔터테인먼트월드,"'7번방의 선물' NEW, 일반공모 33대 1 경쟁률",
6,넥스트엔터테인먼트월드,쏟아진 공모 물량…휴메딕스만 날았다,
7,넥스트엔터테인먼트월드,"12월, 슈퍼 공모주 빅딜 막 오른다",
8,넥스트엔터테인먼트월드,NEW 일반공모 청약경쟁률 34대1…증거금 1133억원,
9,넥스트엔터테인먼트월드,[코스닥 메모] (16일) 신규상장=에이디테크놀로지 등,
0,아스트,"[레이더M] `제조업 1호 기술특례` 아스트, 공모가 9500원",
1,아스트,"아스트, 총 공모금액 약 271억원… 공모가 9500원 확정",
2,아스트,"[마켓인사이트]'제조 기술특례상장 1호' 아스트, 공모가 9500원 확정",
3,아스트,517만원에 1株 받아…빌딩·주식 담보로 제일모직에 '베팅',
4,아스트,"법가 사상가들, 법 때문에 비참한 최후",
5,아스트,"태국 방송통신위원회·기자단, GS홈쇼핑 방문",
6,아스트,"삼성메디슨, 이틀째 약세…LG CNS도 ↓",
7,아스트,"경남 강소기업, 세계 경제 불황과 엔저 위기에도 빛났다",
8,아스트,[장외주식시황] IPO주 ↓,
9,아스트,"[장외주식시황][12월12일]선바이오, 12.50% 상승으로 금일 최고 상승률 기록",
0,아스트,"[IPO]아스트 ""군용 항공기 시장 진출로 제2의 도약""",
1,아스트,"코스닥 '비상' 꿈꾸는 아스트, 재무구조 개선부터 시급",
2,아스트,"경남도, 경남무역인 상·무역 날 시상식 열어",
3,아스트,투자자라면 꼭 봐야할 오늘의 10대 투자뉴스-10일,
4,아스트,"[시장인사이드] 금융권, FDS 가동 확대 外",
5,아스트,상장 후 주가 폭락...구주매출 '웃고'· 공모주 '울고',
6,아스트,"[장외주식시황] 공모주 NEW, 10거래일 만에 반등",
7,아스트,경남무역인 '무역의 날 정부포상 전수식',
8,아스트,"홍준표 도지사, 경남무역인 상 및 무역의 날 시상식 갖고 기업인 격려",
9,아스트,"[장외주식시황] 삼성메디슨, 이틀 째 급등세",
0,하이로닉,"［이슈N현장］코넥스 시장, 기지개 켜나",
1,하이로닉,코넥스 거래대금 증가..거래량은 감소,
2,하이로닉,"코넥스, 개장 후 644억원 자금조달",
3,하이로닉,비씨월드-휴메딕스-녹십자MS 등 6곳 이달 기업공개,
4,하이로닉,"코넥스 상장기업, 개장이후 시장에서 644억원 자금 조달",
5,하이로닉,"코넥스 기업, 개장 후 644억원 조달…IT·바이오株 '활발'",
6,하이로닉,[코넥스 마감]전일 종가 대비 평균 0.3% ↓,
0,넥스트엔터테인먼트월드,"[신규상장기업 │넥스트엔터테인먼트월드(NEW)] ""중국 시작으로 해외시장 진출...",
1,넥스트엔터테인먼트월드,"코스닥 상장하는 배급사 NEW ""中 화책미디어와 합작사 설립""",
2,넥스트엔터테인먼트월드,[장외주식] '北 점검단 파견' 현대아산 5.88%↑,
3,넥스트엔터테인먼트월드,"[더벨]대우證, '제일모직 IPO'로 리그테이블 1등 예감",
4,넥스트엔터테인먼트월드,"[장외주식시황] 삼성메디슨, 사흘 만에 ↓",
5,넥스트엔터테인먼트월드,"삼성메디슨, 사흘 만에 ↓…디티앤씨는 ↑",
0,휴메딕스,[이번주 공모주] 아이티센·오킨스전자·하이셈·휴메딕스 ②,
1,휴메딕스,세화아이엠씨 등 11곳 이번주 공모주 청약,
2,휴메딕스,'상장 봇물' 바이오기업 물 만났다,
3,휴메딕스,이번주 재테크 캘린더,
4,휴메딕스,[공모주브리핑]세화아이엠씨·아스트 등,
5,휴메딕스,"""우리도 제일모직처럼…"" 이번주 공모주 청약 11곳 실시",
6,휴메딕스,공모주 청약주간..공모주 무덤되나,
7,휴메딕스,[장외시장동향] IPO관련주 혼조 마감,
8,휴메딕스,[이번주 공모주] 넥스트엔터테인먼트월드·서전기전·아스트,
0,하이로닉,"코넥스 시총1등 하이로닉 ""코스닥서 세계적기업 도약""",
1,하이로닉,"[상장준비중!] 하이로닉, 피부미용 의료기기 전문 업체",
2,하이로닉,"코넥스 대장주 하이로닉 ""코스닥 상장 후 해외시장 적극 공략""",
3,하이로닉,"[NW포토]‘하이로닉’, 의료미용기기 ‘더블로’",
4,하이로닉,"하이로닉 ""우수인재들과 글로벌 피부미용업체 만들 것""",
5,하이로닉,제약·바이오 IPO 러시..내년 시장전망도 '맑음',
6,하이로닉,"코넥스, 거래대금 감소",
7,하이로닉,"[포토]의료미용기기의 혁신, 하이소닉",
8,하이로닉,[포토]하이소닉 '더블로'로 저처럼 이뻐질 수 있어요!,
9,하이로닉,"[시장인사이드] 혼다, '뉴 CR-V' 출시 外",
0,휴메딕스,"[상장 뉴페이스] 정봉열 휴메딕스 대표 ""국내 이어 중국 필러 시장까지 잡을 ...",
1,휴메딕스,10개社 청약 나선 공모주 슈퍼위크 첫날..'휴메딕스 두각',
2,휴메딕스,[이주의 IPO기업]세화아이엠씨·휴메딕스 등 11군데 몰려,
3,휴메딕스,"아스트·휴메딕스 ↓, 덴티움은 소폭 오름세",
4,휴메딕스,"[장외주식시황] 금일 공모청약 첫날인 아스트, 휴메딕스, NEW… 동반 급락",
5,휴메딕스,"[장외주식]포스코건설, 6만원선 이탈",
6,휴메딕스,'슈퍼 공모주 데이'..제일모직 열풍 그대로? 천만에! 포기 속출,
7,휴메딕스,봉황 대신 닭? 제일모직 이후 노릴만한 새내기株는,
8,휴메딕스,[코스닥 주간메모] 12월15일(월)~12월19일(금),
9,휴메딕스,[PEOPLE] 웰빙의약품으로 승부 윤성태 휴온스 부회장 | “中 인공눈물 시장 선...,
0,넥스트엔터테인먼트월드,"[IPO] 넥스트엔터, 중국 필두로 아시아 북미 등 해외진출 본격",
1,넥스트엔터테인먼트월드,"넥스트엔터 ""中·북미 등 해외 진출 본격화""",
2,넥스트엔터테인먼트월드,"NEW ""영화 제작·투자 분야로 사업 확대""",
3,넥스트엔터테인먼트월드,"'변호인' 배급사 NEW ""코스닥 상장 통해 해외 공략""",
4,넥스트엔터테인먼트월드,"'1000만 영화 제조기' NEW ""종합 미디어 업체로 도약""",
5,넥스트엔터테인먼트월드,"코스닥 입성 NEW…""'하정우·최민식으로 '변호인' 영광 재현할 것""",
6,넥스트엔터테인먼트월드,"""불쌍한 중소기업 좀…"" 김우택 NEW 대표의 꿈",
7,넥스트엔터테인먼트월드,"[IPO]김우택 NEW 대표 ""내년엔 中 공략 본격화""",
8,넥스트엔터테인먼트월드,"영화 '변호인' 배급사 NEW ""상장 통해 해외진출 확대""",
9,넥스트엔터테인먼트월드,"배급사 NEW 김우택 대표, ""중국합작법인 설립 추진…오는 15~16일 청약""",
0,유지인트,"[에셋플러스] 이달의 IPO, 유지인트",
1,유지인트,"[ECM 리그테이블] 질주한 NH證, 넋놓은 경쟁 증권사들",
2,유지인트,(끝내주는전략)안타까운 투신의 펀드 환매,
3,유지인트,오늘의 증시 일정 (4월 2일),
4,유지인트,[오늘의 메모] 4월 2일,
0,유지인트,[코스닥 메모] (2일) 공모주청약 = 유지인트,
1,유지인트,오늘의 증시 일정 (4월 3일),
2,유지인트,[오늘의 메모] 4월 3일,
3,유지인트,"[장외주식시황] 스팩 합병 상장 관련 주 선바이오, 바디텍메드 ‘초강세’",
0,넥스트엔터테인먼트월드,"넥스트엔터테인먼트월드, 밸류에이션 매력 높아-키움",
1,넥스트엔터테인먼트월드,<IPO돋보기> ‘변호인’ 영화배급사 NEW... 공모흥행은 과연?,
2,넥스트엔터테인먼트월드,<IPO 돋보기> 영화‘변호인’으로 대박…공모흥행은?,
3,넥스트엔터테인먼트월드,[장외주식시황] 삼성메디슨 ↑,
4,넥스트엔터테인먼트월드,"삼성메디슨, 사흘만에 ↑…현대아산은 내림세",
0,아스트,제일모직 공모주 못 받으면 '제2 모직'이라도,
1,아스트,증시 새내기株 성적표 열어보니…쿠쿠전자 무슨일,
0,유지인트,"유지인트, 공모가 1만5000원으로 확정",
1,유지인트,"유지인트, 공모가 1만5000원 확정",
2,유지인트,"유지인트, 공모가 1만5000원 확정",
3,유지인트,"유지인트, 공모가 1만5000원 확정…다음달 13일 상장",
4,유지인트,"[머투방송 IPO]유지인트② 공모가 15,000원 확정…'공모규모 309억원'",
5,유지인트,"유지인트, 공모가 1만5000원 확정…희망밴드 상단 '초과'",
6,유지인트,"유지인트, 공모가 1만5000원으로 확정...다음달 13일 상장",
7,유지인트,"유지인트, 공모가 1만5000원 확정··· 경쟁률 643.7대1",
